#V3.30.01.05-trans
#_SS-V3.30.01.05-trans;_2017_01_13;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.2
#_SS-V3.30.01.05-trans;user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_SS-V3.30.01.05-trans;user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Tue Jan 31 09:42:17 2017
#_Number_of_datafiles: 2
#_observed data:
#V3.30.01.05-trans
1889 #_styr
2016 #_endyr
1 #_nseas
12 #_months/season
2 #_N_subseasons(even number, minimum is 2)
1 #_spawn_month
2 #_Ngenders
25 #_Nages=accumulator age
1 #_N_areas
8 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_survey_timing: -1=for use of catch-at-age to override the month value associated with a datum 
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type, timing, area, units, need_catch_mult fleetname
#north fishery
1	-1	1	1	0	1_N_TRAWL	#
1	-1	1	1	0	2_N_FIX	# this is the OR nearshore index
1	-1	1	2	0	3_WA_REC	#
1	-1	1	1	0	4_OR_REC	#
#North survey
3	0.5	1	1	0	5_N_TRI_Early	#
3	0.5	1	1	0	6_N_TRI_Late	#
3	0.5	1	1	0	7_N_NWFSC	#
#research studies
#Lam study
3 0.5  1 1 0 8_N_Lam_Research  #
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch); can be overridden in control file with detailed F input
#Year	Season	Fleet	Catch	Catch_se
#commercial fleets
2004	7	2	3	2	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	13.65587863	15.84548317	19.86992944	17.81560756	14.11813099	12.41765711	24.09306892	9.046126225	11.24420146	15.31171169	6.525821249	6.843391854	9.391100925	7.24715131	1.02201418	8.725736123	6.356977013	2.096178045	2	2.339762086	1.026666667	0	0	1.106415123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.093721953	6.264145826	36.26809765	63.72647896	69.44086496	52.68059666	44.38359166	32.63513432	26.2674536	13.17676587	17.35253634	8.032050049	4	7.044329574	3.014551276	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	569
2005	7	2	3	2	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5.183544304	3.065187682	1	5.066932409	2.001259446	4.015625	5.359105018	3	3.001259446	5.009112849	2	3.100206148	5.012755364	1	0	5.165570628	2.165570628	2	3	2.165570628	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8.131825549	16.1359435	14.07687601	14.30711877	12.08554873	18.55667916	14.4116201	8.018143892	8.068191855	4.001259446	2.007853403	7.0807554	1.001259446	1.001259446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	189
2006	7	2	3	2	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.745355657	2.253273415	4.865968504	6.202355792	5.156733806	5.009771987	7.19350172	8.1980919	9.742839897	7.306959185	3.006369427	15.0427426	13.68087723	18.13003203	3.006369427	10.97404802	6.969445442	10.69516173	7.089942226	14.30038124	3.484722721	2.605219506	3.772243821	1	2.605219506	0	1.74236136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2.401140446	1.012279844	0	3.452581427	7.145374613	24.55691197	36.81970997	29.53588699	27.13976926	18.92604948	19.69331453	16.75000523	9.193150883	5.032514304	7.210439011	4.605219506	4.347580866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	322
2007	7	2	3	2	179	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4.678930608	10.54586686	9.076560511	2.080239984	5.638523409	5.331519342	17.53987236	11.34472848	10.43507444	11.88006991	15.24647575	17.43583113	15.11890647	19.28376424	20.07756061	13.9103564	10.47796055	26.12507513	10.80642052	7.00547918	6.990519821	2.115560641	4	2	1	2.124661247	1	1.061173533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2.403193799	8.668243728	33.73396129	48.11650869	57.58814337	61.7702211	56.76171353	62.72200661	42.68345224	42.43969907	32.38489704	19.09927976	18.94474173	15.57300884	7.180962504	10.97511553	0	2	3.781574629	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	706
2008	7	2	3	2	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	1.013745704	6.097503991	8.253545436	12.41252275	12.19488525	6.413354144	6.869415808	9.709278612	15.33623255	13.70360138	11.03232902	20.38374342	6.783680131	25.83956275	16.42485476	11.41301187	5.316523402	8.238289743	26.22167088	1.024930748	21.82596991	5.413354144	1	5.413354144	7.427099848	0	5.413354144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.008461672	33.61674961	37.26776562	31.37195536	44.17046676	31.8127292	39.12990928	26.33711563	28.97973399	18.83375188	19.88552729	17.65654465	14.02856408	5.544188138	3.071093158	0	0	0	0	1.753545436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	439
2009	7	2	3	2	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.614952518	7.094800748	9.721246143	17.05015556	6.084651142	2.216216216	4.622905384	20.9046581	7.36633158	12.64545603	8.895456028	14.12358325	11.02804656	6.015744719	18.61211988	5.776651531	9.987207531	4.212116362	2.080876795	1.140728002	2.018099548	3.0879326	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.686743305	5.145403539	37.37710238	54.12841611	46.79506034	19.28402504	26.13972865	21.63092975	20.4443522	33.32001304	5.228597804	4.648718278	7.259333901	3.382669618	7.045081762	1.6796875	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	308
2010	7	2	3	2	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.081568865	2.013513514	8.530571094	5.021343654	9.232094338	11.48178487	5.121718377	5.022856437	9.823088388	7.095890411	11.81260521	2	10.00787474	9.342902711	9.356563685	16.09027197	6.251840943	16.52695037	8.153355888	9.872982373	8.91884205	2.001540832	2	5.090250879	5.334074072	1	4.557336366	0	1	1	0	1	0	0	0	0	0	0	0	3.150326797	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	10.66785115	66.82241776	75.88498868	58.39694701	67.48675292	67.90608918	50.83225752	42.76171446	45.86363916	21.08410927	8.752765113	8.040918788	7.376986505	5.751748522	0	0	0	1.16668153	0	0	0	0	1.400477446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	493
2011	7	2	3	2	170	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	6.330754868	22.21741962	27.89026652	38.35852346	22.53245142	16.39893601	17.92390688	23.55063244	16.19707094	17.94703954	20.46152089	13.59802516	21.56930151	17.22958271	18.73487981	19.57467654	13.28676789	16.74448748	18.59578664	8.276502953	10.27863718	2.540203851	0.721422442	3.127404832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.26011758	47.90040338	71.22966033	76.69524153	91.20081127	90.03160432	57.61694205	31.03831036	33.92450773	16.26830758	23.4750351	10.13813602	6.279093047	2.017541734	5.599020193	1.125643009	0	0	0	0	0	0	0.721422442	1.442844885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	697
2012	7	2	3	2	202	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.772108949	0	0.830343558	0.830343558	4.554895089	9.354856983	13.96146061	25.7502481	44.37580007	36.70652639	36.52099078	45.01006801	20.49865362	19.10792585	20.7638788	41.40122542	13.47713758	24.03319248	20.36309072	16.63374518	12.40313368	17.32192032	9.066684363	10.93952122	9.66247553	5.633602241	9.739015172	2.138519924	1	3.139073474	1.003976143	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.857142857	0	0	0	0	0	0	0.772108949	0	0.830343558	0.830343558	14.09779816	103.9138968	138.6132269	107.5833007	88.89463473	71.73920698	62.01539958	36.86196493	42.08939093	22.55988425	19.46096786	8.537949023	2.923397881	0	2.003401361	1.989459816	7.36497545	0	0	0	7.36497545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	928
2013	7	2	3	2	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.006535948	0	0	0	0	0	0	0	0	16.55878201	6.534577776	28.99621631	24.64964988	45.97959077	44.61308053	47.59235076	66.40938589	73.95978844	32.69650357	49.58955115	39.03364279	44.41868361	24.54072289	16.73350265	9.622401595	28.19002283	8.082716753	19.97260915	9.711928013	5.716108179	5.067669928	3.106061068	2.523415996	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.038575668	0	1.501831502	3.558659416	24.59736627	51.25133921	88.31017688	110.4572277	189.9762467	128.6266998	86.14102454	59.91766409	33.77527933	43.41096691	12.34506308	22.64212163	1.054279753	1.030534351	1.015719468	0	0	0	0	1.032258065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	956
2014	7	2	3	2	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.014492754	9.529611452	10.56665914	20.1963044	32.84966637	35.33362189	25.00974637	30.33676218	34.38463124	34.5098441	41.80890751	33.37850186	40.90650362	31.81653625	37.18803709	20.12749142	16.91241218	10.77494706	13.19480906	25.41341175	14.495928	16.48887523	7.915235097	5.394425861	2.053578441	3.219844057	1	3.109911678	1.053578441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.791338583	0	0	0	3.482142857	2.365930599	0	0	0	0	3	14.43312262	78.85384238	105.1927676	112.1199096	136.2151697	157.6782616	148.8217692	94.55123313	85.37472577	29.49715558	20.56658007	12.42078048	14.43995007	5.095006464	1.044542374	4.243106234	1.002506266	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	1210
2015	7	2	3	2	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.375582623	13.88624219	16.09395794	6.260087524	45.0381432	37.2691783	40.69740712	40.0243543	61.15375	60.03504923	81.40745737	64.4249064	79.35988759	91.29765445	82.06608791	68.76344018	59.77157579	55.98989586	37.59824389	44.93196763	41.13030409	39.48945027	28.01052528	15.30410441	7.185620311	1.009018102	5.70696452	1.720823255	2.036136206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.001869159	0	0	1.089259985	0	4.194070552	0	1	3.610810849	25.80252859	61.31483143	120.9110725	244.18733	295.679341	269.4133597	281.7923995	261.0255972	187.876497	136.7197216	68.30554094	41.1740757	32.25998861	13.88791215	4.830342401	4.226675692	0	1.464142487	1.335482587	0	0	0	0	0	0	0	0	0.526665294	0	0	0	0	0	0	0	0	0	0	0	#	2240
2016	7	2	3	2	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.782608696	2	0	0	0	0	0	5.499219921	2	18.74190164	21.4181433	36.13067681	49.45257327	43.69497163	57.91369727	33.05164629	64.2517995	45.55307176	47.57055875	81.12615643	57.23743408	39.91974131	46.57268815	48.53882204	41.41928419	26.13495788	26.88059645	13.44128737	21.15201073	6.009142759	16.90899631	5.50306027	6.167823352	6.454232853	2.5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1.00625	22.77464333	60.51550411	95.37199648	142.2669853	208.1736412	236.4722729	180.80074	154.3418419	119.0845501	79.531308	39.67489216	27.33016696	13.36779971	8.846829481	6.089855441	1.050712176	0	1.060154181	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	#	446
1965	7	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.75149387	0	11.75149387	23.50298774	58.75746934	94.01195095	105.7634448	199.7753958	376.0478038	411.3022854	587.5746934	693.3381382	564.0717057	599.3261872	528.8172241	352.544816	282.0358528	282.0358529	282.0358529	258.5328651	164.5209141	176.272408	105.7634448	58.75746934	70.5089632	58.75746934	82.26045708	35.2544816	23.50298774	47.00597548	35.2544816	94.01195094	23.50298774	23.50298774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.75149387	0	11.75149387	23.50298774	58.75746934	94.01195095	105.7634448	199.7753958	376.0478038	411.3022854	587.5746934	693.3381382	564.0717057	599.3261872	528.8172241	352.544816	282.0358528	282.0358529	282.0358529	258.5328651	164.5209141	176.272408	105.7634448	58.75746934	70.5089632	58.75746934	82.26045708	35.2544816	23.50298774	47.00597548	35.2544816	94.01195094	23.50298774	23.50298774	0	0	0	0	0	0	0	0	0	0	0	#
1966	7	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.75149387	11.75149387	70.50896321	176.2724081	543.5661968	630.4420829	361.5372527	348.4062302	455.5492036	667.0760932	606.9390952	420.294722	614.3135816	670.0735721	454.1696749	427.6692084	376.2862254	330.6597785	279.2767956	126.5073753	85.25793595	38.25196047	33.87495297	19.12598024	23.50298774	45.62644684	7.374486369	11.75149387	19.12598024	45.62644684	19.12598024	26.50046661	0	23.50298774	7.374486369	0	0	7.374486369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.75149387	11.75149387	70.50896321	176.2724081	543.5661968	630.4420829	361.5372527	348.4062302	455.5492036	667.0760932	606.9390952	420.294722	614.3135816	670.0735721	454.1696749	427.6692084	376.2862254	330.6597785	279.2767956	126.5073753	85.25793595	38.25196047	33.87495297	19.12598024	23.50298774	45.62644684	7.374486369	11.75149387	19.12598024	45.62644684	19.12598024	26.50046661	0	23.50298774	7.374486369	0	0	7.374486369	0	0	0	0	0	0	0	#
1967	7	1	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.23442398	266.318768	528.7235501	729.0253417	773.3084649	1205.065196	919.0719882	867.2345775	552.9924611	532.1516727	266.9480493	217.2030735	147.4546336	200.6560888	128.2037046	80.97272604	143.6627652	94.99747733	111.7000885	93.24319145	158.8010374	72.31485391	104.9946853	47.00597547	58.75746934	16.02882511	44.4829301	27.6853455	9.2284485	35.2544816	0	32.73143624	0	0	0	9.2284485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.23442398	266.318768	528.7235501	729.0253417	773.3084649	1205.065196	919.0719882	867.2345775	552.9924611	532.1516727	266.9480493	217.2030735	147.4546336	200.6560888	128.2037046	80.97272604	143.6627652	94.99747733	111.7000885	93.24319145	158.8010374	72.31485391	104.9946853	47.00597547	58.75746934	16.02882511	44.4829301	27.6853455	9.2284485	35.2544816	0	32.73143624	0	0	0	9.2284485	0	0	0	0	0	0	#
1968	7	1	0	2	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.75149387	0	24.7425448	82.48313408	120.2561108	501.7937143	1191.862725	3113.45689	5610.68683	8339.410452	10572.53835	10621.47261	9781.767242	6916.056809	5330.083857	3708.9301	3054.825573	2188.862723	2219.391521	1964.259224	1704.368571	1697.55144	1602.161735	1524.977	1434.047465	1294.341708	1175.779739	780.7874173	771.6928303	789.0966291	785.0386442	803.5221193	599.3929954	434.2033572	395.4215816	347.558862	227.2826454	167.3499801	55.72092883	22.09107474	10.48663019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.75149387	0	24.7425448	82.48313408	120.2561108	501.7937143	1191.862725	3113.45689	5610.68683	8339.410452	10572.53835	10621.47261	9781.767242	6916.056809	5330.083857	3708.9301	3054.825573	2188.862723	2219.391521	1964.259224	1704.368571	1697.55144	1602.161735	1524.977	1434.047465	1294.341708	1175.779739	780.7874173	771.6928303	789.0966291	785.0386442	803.5221193	599.3929954	434.2033572	395.4215816	347.558862	227.2826454	167.3499801	55.72092883	22.09107474	10.48663019	0	0	0	0	0	#
1969	7	1	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.26385817	35.8805367	36.19793856	54.9610506	191.745769	361.1128672	631.3985294	1149.910916	1828.829305	2509.581628	2825.135232	2908.859245	2344.153211	1808.422282	1124.179826	750.5285086	528.6185162	431.4865087	412.958898	348.8323671	409.6266728	374.9973417	482.7731532	584.585092	406.5491353	505.2279984	561.596766	479.0449053	512.4581713	603.9492341	408.5526915	347.5185974	297.8538044	236.4312823	162.5245012	135.8167318	56.57141157	27.45753858	8.451510753	3.952905131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.26385817	35.8805367	36.19793856	54.9610506	191.745769	361.1128672	631.3985294	1149.910916	1828.829305	2509.581628	2825.135232	2908.859245	2344.153211	1808.422282	1124.179826	750.5285086	528.6185162	431.4865087	412.958898	348.8323671	409.6266728	374.9973417	482.7731532	584.585092	406.5491353	505.2279984	561.596766	479.0449053	512.4581713	603.9492341	408.5526915	347.5185974	297.8538044	236.4312823	162.5245012	135.8167318	56.57141157	27.45753858	8.451510753	3.952905131	0	0	0	0	#
1970	7	1	0	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.913730862	36.86543508	47.91255046	88.82185918	148.8414458	189.507999	97.6672254	140.5413583	109.7759775	127.1668687	353.3789536	601.0491138	1007.095498	1274.103559	1409.430611	1679.591267	1597.770782	1547.377003	1196.460064	1249.334722	794.1061404	757.9642861	709.2574257	770.8653514	820.2952845	787.6179843	915.9727877	882.639286	907.0687917	781.1996121	731.3707103	827.6437883	589.5813294	570.5132152	468.6634644	221.999363	172.1359064	98.2350722	71.05796062	25.13934036	20.2709525	23.8594917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.913730862	36.86543508	47.91255046	88.82185918	148.8414458	189.507999	97.6672254	140.5413583	109.7759775	127.1668687	353.3789536	601.0491138	1007.095498	1274.103559	1409.430611	1679.591267	1597.770782	1547.377003	1196.460064	1249.334722	794.1061404	757.9642861	709.2574257	770.8653514	820.2952845	787.6179843	915.9727877	882.639286	907.0687917	781.1996121	731.3707103	827.6437883	589.5813294	570.5132152	468.6634644	221.999363	172.1359064	98.2350722	71.05796062	25.13934036	20.2709525	23.8594917	0	0	0	#
1971	7	1	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.93446615	102.3848335	268.2746418	204.5597054	151.846439	76.99552768	308.051356	385.8467218	481.6569996	517.1219058	682.4136382	907.3299748	1141.161992	1385.624048	1549.447924	2094.711114	2131.483738	1883.440607	1831.202296	1501.157384	1074.864501	803.5450308	759.3969146	782.7321038	628.577544	788.1143898	692.265818	575.385574	597.248598	498.5213354	417.5303614	331.7674558	191.6989979	233.8551788	107.6405074	49.33375202	23.32642456	8.43885656	16.87771312	8.43885656	1.415688534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.93446615	102.3848335	268.2746418	204.5597054	151.846439	76.99552768	308.051356	385.8467218	481.6569996	517.1219058	682.4136382	907.3299748	1141.161992	1385.624048	1549.447924	2094.711114	2131.483738	1883.440607	1831.202296	1501.157384	1074.864501	803.5450308	759.3969146	782.7321038	628.577544	788.1143898	692.265818	575.385574	597.248598	498.5213354	417.5303614	331.7674558	191.6989979	233.8551788	107.6405074	49.33375202	23.32642456	8.43885656	16.87771312	8.43885656	1.415688534	0	0	#
1972	7	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.625659324	12.73856109	53.27645272	76.43136652	96.87160826	110.7434546	56.38935448	72.09017798	85.28260662	104.0963319	92.58605756	120.4966638	133.6890924	198.59586	191.527418	265.1097474	327.9494062	359.3960592	396.776043	347.7745092	380.8133046	277.6151252	348.480833	278.7715	239.6057192	216.8145372	256.0935432	295.9751066	208.0046102	63.90103214	114.9915912	25.342757	19.90764687	26.57104378	19.30695649	9.625659324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.625659324	12.73856109	53.27645272	76.43136652	96.87160826	110.7434546	56.38935448	72.09017798	85.28260662	104.0963319	92.58605756	120.4966638	133.6890924	198.59586	191.527418	265.1097474	327.9494062	359.3960592	396.776043	347.7745092	380.8133046	277.6151252	348.480833	278.7715	239.6057192	216.8145372	256.0935432	295.9751066	208.0046102	63.90103214	114.9915912	25.342757	19.90764687	26.57104378	19.30695649	9.625659324	0	0	0	0	0	#
1973	7	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.994899324	0	7.98979865	29.4762109	55.92859054	59.92348986	55.92859054	22.9983279	3.994899324	15.9795973	9.501714286	42.00175646	72.8932112	49.8948833	76.01371428	68.89831188	121.179507	194.8069095	285.0949618	382.4984164	199.5795332	239.9727022	237.5863904	190.0778189	194.8939758	102.2196116	154.5878732	107.0793017	166.4758993	135.6279778	114.151171	78.61769208	59.6142635	7.158935602	33.36483296	19.04696176	4.772623734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.994899324	0	7.98979865	29.4762109	55.92859054	59.92348986	55.92859054	22.9983279	3.994899324	15.9795973	9.501714286	42.00175646	72.8932112	49.8948833	76.01371428	68.89831188	121.179507	194.8069095	285.0949618	382.4984164	199.5795332	239.9727022	237.5863904	190.0778189	194.8939758	102.2196116	154.5878732	107.0793017	166.4758993	135.6279778	114.151171	78.61769208	59.6142635	7.158935602	33.36483296	19.04696176	4.772623734	0	0	0	0	#
1974	7	1	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.659648006	40.41367892	41.34363882	179.9160079	79.13404912	161.6474271	195.0761863	271.7456878	352.5370704	582.1853242	655.1069122	619.849508	612.8603254	397.8614632	387.6128296	451.0682288	444.108509	509.9883646	435.8865392	569.3202538	412.7441976	364.2735332	458.895798	319.7782264	269.0415784	242.8753168	131.2284098	148.8491863	111.4645862	90.16609168	26.25147172	39.00810702	35.23365694	13.93567636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.659648006	40.41367892	41.34363882	179.9160079	79.13404912	161.6474271	195.0761863	271.7456878	352.5370704	582.1853242	655.1069122	619.849508	612.8603254	397.8614632	387.6128296	451.0682288	444.108509	509.9883646	435.8865392	569.3202538	412.7441976	364.2735332	458.895798	319.7782264	269.0415784	242.8753168	131.2284098	148.8491863	111.4645862	90.16609168	26.25147172	39.00810702	35.23365694	13.93567636	0	0	0	0	0	0	#
1975	7	1	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.562617873	28.9537518	134.7423867	85.7012167	135.6343849	186.4675402	314.5536275	437.2669231	783.3711281	1401.623859	2206.876544	3091.570977	3279.803058	4172.529332	4717.932965	3746.34415	2422.724247	1773.963803	1389.282549	1189.382204	880.0972823	660.753206	675.4366836	744.2837479	701.1219118	708.7471801	607.7999627	527.1054978	259.8521229	209.5736653	119.8763443	114.5809213	76.4243442	71.15791342	21.26589818	24.6186613	24.61866129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.562617873	28.9537518	134.7423867	85.7012167	135.6343849	186.4675402	314.5536275	437.2669231	783.3711281	1401.623859	2206.876544	3091.570977	3279.803058	4172.529332	4717.932965	3746.34415	2422.724247	1773.963803	1389.282549	1189.382204	880.0972823	660.753206	675.4366836	744.2837479	701.1219118	708.7471801	607.7999627	527.1054978	259.8521229	209.5736653	119.8763443	114.5809213	76.4243442	71.15791342	21.26589818	24.6186613	24.61866129	0	0	0	0	0	0	#
#1976	7	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.243201409	0	24.21602539	30.45922679	36.70242821	90.99929028	73.40485642	134.32331	177.2689397	240.2683033	235.5386623	268.2682299	229.6738511	276.9707315	185.9714412	202.4307047	148.1338427	124.6745975	95.35054107	47.67527053	42.18884937	23.83763527	71.89129592	60.54006347	23.83763527	11.72962257	6.243201409	6.243201409	12.48640282	6.243201409	5.864811286	6.243201409	0	0	6.243201409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.243201409	0	24.21602539	30.45922679	36.70242821	90.99929028	73.40485642	134.32331	177.2689397	240.2683033	235.5386623	268.2682299	229.6738511	276.9707315	185.9714412	202.4307047	148.1338427	124.6745975	95.35054107	47.67527053	42.18884937	23.83763527	71.89129592	60.54006347	23.83763527	11.72962257	6.243201409	6.243201409	12.48640282	6.243201409	5.864811286	6.243201409	0	0	6.243201409	0	0	0	0	0	#
#1977	7	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.58010634	18.38673756	27.58010634	9.193368779	55.16021268	128.7071629	165.480638	211.4474819	91.93368779	174.6740068	119.5137941	101.1270566	55.16021268	119.5137941	174.6740068	101.1270566	147.0939005	147.0939005	119.5137941	128.7071629	110.3204254	91.93368779	45.9668439	9.193368779	9.193368779	18.38673756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.58010634	18.38673756	27.58010634	9.193368779	55.16021268	128.7071629	165.480638	211.4474819	91.93368779	174.6740068	119.5137941	101.1270566	55.16021268	119.5137941	174.6740068	101.1270566	147.0939005	147.0939005	119.5137941	128.7071629	110.3204254	91.93368779	45.9668439	9.193368779	9.193368779	18.38673756	0	0	0	0	#
