"file","caption","category","png_time","StartTime","label","altcaption","loc"
"discard_fitcommercial fixed-gear.png","Discard fraction for commercial fixed-gear","Discard",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","discard_fitcommercial fixed-gear",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"bodywt_data_fltcommercial trawl.png","Mean weight in discard for commercial trawl","Mnwt",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","bodywt_data_fltcommercial trawl",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"bodywt_fit_fltcommercial trawl.png","Mean weight in discard for commercial trawl","Mnwt",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","bodywt_fit_fltcommercial trawl",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"bodywt_data_fltcommercial fixed-gear.png","Mean weight in discard for commercial fixed-gear","Mnwt",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","bodywt_data_fltcommercial fixed-gear",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"bodywt_fit_fltcommercial fixed-gear.png","Mean weight in discard for commercial fixed-gear","Mnwt",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","bodywt_fit_fltcommercial fixed-gear",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index1_cpuedata_commercial trawl.png","Index data for commercial trawl. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index1_cpuedata_commercial trawl",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index2_cpuefit_commercial trawl.png","Fit to index data for commercial trawl. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index2_cpuefit_commercial trawl",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index3_obs_vs_exp_commercial trawl.png","Observed vs. expected index values with smoother for commercial trawl","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index3_obs_vs_exp_commercial trawl",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index4_logcpuedata_commercial trawl.png","Log index data for commercial trawl. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index4_logcpuedata_commercial trawl",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index5_logcpuefit_commercial trawl.png","Fit to log index data on log scale for commercial trawl. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index5_logcpuefit_commercial trawl",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index6_log_obs_vs_exp_commercial trawl.png","log(observed) vs. log(expected) index values with smoother for commercial trawl","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index6_log_obs_vs_exp_commercial trawl",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index10_resids_SE_total_commercial trawl.png","Residuals of fit to index for commercial trawl.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index10_resids_SE_total_commercial trawl",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index12_resids_SE_total_commercial trawl.png","Deviations for fit to index for commercial trawl.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index12_resids_SE_total_commercial trawl",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index1_cpuedata_commercial fixed-gear.png","Index data for commercial fixed-gear. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index1_cpuedata_commercial fixed-gear",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index2_cpuefit_commercial fixed-gear.png","Fit to index data for commercial fixed-gear. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index2_cpuefit_commercial fixed-gear",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index3_obs_vs_exp_commercial fixed-gear.png","Observed vs. expected index values with smoother for commercial fixed-gear","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index3_obs_vs_exp_commercial fixed-gear",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index4_logcpuedata_commercial fixed-gear.png","Log index data for commercial fixed-gear. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index4_logcpuedata_commercial fixed-gear",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index5_logcpuefit_commercial fixed-gear.png","Fit to log index data on log scale for commercial fixed-gear. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index5_logcpuefit_commercial fixed-gear",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index6_log_obs_vs_exp_commercial fixed-gear.png","log(observed) vs. log(expected) index values with smoother for commercial fixed-gear","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index6_log_obs_vs_exp_commercial fixed-gear",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index10_resids_SE_total_commercial fixed-gear.png","Residuals of fit to index for commercial fixed-gear.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index10_resids_SE_total_commercial fixed-gear",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index12_resids_SE_total_commercial fixed-gear.png","Deviations for fit to index for commercial fixed-gear.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index12_resids_SE_total_commercial fixed-gear",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index1_cpuedata_recreational Washington.png","Index data for recreational Washington. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index1_cpuedata_recreational Washington",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index2_cpuefit_recreational Washington.png","Fit to index data for recreational Washington. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index2_cpuefit_recreational Washington",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index3_obs_vs_exp_recreational Washington.png","Observed vs. expected index values with smoother for recreational Washington","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index3_obs_vs_exp_recreational Washington",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index4_logcpuedata_recreational Washington.png","Log index data for recreational Washington. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index4_logcpuedata_recreational Washington",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index5_logcpuefit_recreational Washington.png","Fit to log index data on log scale for recreational Washington. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index5_logcpuefit_recreational Washington",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index6_log_obs_vs_exp_recreational Washington.png","log(observed) vs. log(expected) index values with smoother for recreational Washington","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index6_log_obs_vs_exp_recreational Washington",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index10_resids_SE_total_recreational Washington.png","Residuals of fit to index for recreational Washington.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index10_resids_SE_total_recreational Washington",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index12_resids_SE_total_recreational Washington.png","Deviations for fit to index for recreational Washington.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index12_resids_SE_total_recreational Washington",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index1_cpuedata_recreational Oregon.png","Index data for recreational Oregon. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index1_cpuedata_recreational Oregon",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index2_cpuefit_recreational Oregon.png","Fit to index data for recreational Oregon. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index2_cpuefit_recreational Oregon",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index3_obs_vs_exp_recreational Oregon.png","Observed vs. expected index values with smoother for recreational Oregon","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index3_obs_vs_exp_recreational Oregon",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index4_logcpuedata_recreational Oregon.png","Log index data for recreational Oregon. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index4_logcpuedata_recreational Oregon",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index5_logcpuefit_recreational Oregon.png","Fit to log index data on log scale for recreational Oregon. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index5_logcpuefit_recreational Oregon",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index6_log_obs_vs_exp_recreational Oregon.png","log(observed) vs. log(expected) index values with smoother for recreational Oregon","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index6_log_obs_vs_exp_recreational Oregon",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index10_resids_SE_total_recreational Oregon.png","Residuals of fit to index for recreational Oregon.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index10_resids_SE_total_recreational Oregon",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index12_resids_SE_total_recreational Oregon.png","Deviations for fit to index for recreational Oregon.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index12_resids_SE_total_recreational Oregon",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index1_cpuedata_recreational California.png","Index data for recreational California. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index1_cpuedata_recreational California",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index2_cpuefit_recreational California.png","Fit to index data for recreational California. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index2_cpuefit_recreational California",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index3_obs_vs_exp_recreational California.png","Observed vs. expected index values with smoother for recreational California","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index3_obs_vs_exp_recreational California",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index4_logcpuedata_recreational California.png","Log index data for recreational California. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index4_logcpuedata_recreational California",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index5_logcpuefit_recreational California.png","Fit to log index data on log scale for recreational California. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index5_logcpuefit_recreational California",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index6_log_obs_vs_exp_recreational California.png","log(observed) vs. log(expected) index values with smoother for recreational California","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index6_log_obs_vs_exp_recreational California",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index10_resids_SE_total_recreational California.png","Residuals of fit to index for recreational California.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index10_resids_SE_total_recreational California",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index12_resids_SE_total_recreational California.png","Deviations for fit to index for recreational California.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index12_resids_SE_total_recreational California",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index1_cpuedata_Triennial Survey.png","Index data for Triennial Survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index1_cpuedata_Triennial Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index2_cpuefit_Triennial Survey.png","Fit to index data for Triennial Survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index2_cpuefit_Triennial Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index3_obs_vs_exp_Triennial Survey.png","Observed vs. expected index values with smoother for Triennial Survey","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index3_obs_vs_exp_Triennial Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index4_logcpuedata_Triennial Survey.png","Log index data for Triennial Survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index4_logcpuedata_Triennial Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index5_logcpuefit_Triennial Survey.png","Fit to log index data on log scale for Triennial Survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index5_logcpuefit_Triennial Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index6_log_obs_vs_exp_Triennial Survey.png","log(observed) vs. log(expected) index values with smoother for Triennial Survey","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index6_log_obs_vs_exp_Triennial Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index10_resids_SE_total_Triennial Survey.png","Residuals of fit to index for Triennial Survey.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index10_resids_SE_total_Triennial Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index12_resids_SE_total_Triennial Survey.png","Deviations for fit to index for Triennial Survey.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index12_resids_SE_total_Triennial Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index1_cpuedata_WCGBT Survey.png","Index data for WCGBT Survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index1_cpuedata_WCGBT Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index2_cpuefit_WCGBT Survey.png","Fit to index data for WCGBT Survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index2_cpuefit_WCGBT Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index3_obs_vs_exp_WCGBT Survey.png","Observed vs. expected index values with smoother for WCGBT Survey","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index3_obs_vs_exp_WCGBT Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index4_logcpuedata_WCGBT Survey.png","Log index data for WCGBT Survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index4_logcpuedata_WCGBT Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index5_logcpuefit_WCGBT Survey.png","Fit to log index data on log scale for WCGBT Survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index5_logcpuefit_WCGBT Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index6_log_obs_vs_exp_WCGBT Survey.png","log(observed) vs. log(expected) index values with smoother for WCGBT Survey","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index6_log_obs_vs_exp_WCGBT Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index10_resids_SE_total_WCGBT Survey.png","Residuals of fit to index for WCGBT Survey.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index10_resids_SE_total_WCGBT Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index12_resids_SE_total_WCGBT Survey.png","Deviations for fit to index for WCGBT Survey.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index12_resids_SE_total_WCGBT Survey",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"index9_standcpueall.png","Standardized indices overlaid. Each index is rescaled to have mean observation = 1.0.","Index",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","index9_standcpueall",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers1_sex1_beg.png","Beginning of year expected numbers at age of females in (max ~ 23.7 million)","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers1_sex1_beg",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers1_sex2_beg.png","Beginning of year expected numbers at age of males in (max ~ 23.7 million)","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers1_sex2_beg",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers2_meanage_beg.png","Beginning of year mean age in the population","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers2_meanage_beg",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers1_sex1_mid.png","Middle of year expected numbers at age of females in (max ~ 19.2 million)","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers1_sex1_mid",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers1_sex2_mid.png","Middle of year expected numbers at age of males in (max ~ 19.3 million)","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers1_sex2_mid",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers2_meanage_mid.png","Middle of year mean age in the population","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers2_meanage_mid",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers3_frac_female_age.png","Fraction female in numbers at age","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers3_frac_female_age",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers6_len_sex1.png","Beginning of year expected numbers at length of females in (max ~ 20.3 million)","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers6_len_sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers6_len_sex2.png","Beginning of year expected numbers at length of males in (max ~ 23.0 million)","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers6_len_sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers7_meanlen.png","Beginning of year mean length (cm) in the population","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers7_meanlen",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers6_len_sex1.png","Middle of year expected numbers at length of females in (max ~ 7.5 million)","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers6_len_sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers6_len_sex2.png","Middle of year expected numbers at length of males in (max ~ 6.7 million)","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers6_len_sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers7_meanlen.png","Middle of year mean length (cm) in the population","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers7_meanlen",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers8_frac_female_len.png","Fraction female in numbers at length","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers8_frac_female_len",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers4_equilagecomp.png","Equilibrium age distribution","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers4_equilagecomp",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers5_ageerrorSD.png","Ageing imprecision: SD of observed age (yr)","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers5_ageerrorSD",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"numbers10_ageerror_matrix_1.png","Distribution of observed age at true age 
 for ageing error type 1","Numbers",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","numbers10_ageerror_matrix_1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"comp_lendat__aggregated_across_time.png","Length comp data, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
","CompDat",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","comp_lendat__aggregated_across_time",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"comp_lendat__page1_multi-fleet_comparison.png","Length comp data,  comparing across fleets (plot 1 of 2)","CompDat",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","comp_lendat__page1_multi-fleet_comparison",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"comp_lendat__page2_multi-fleet_comparison.png","Length comp data,  comparing across fleets (plot 2 of 2)","CompDat",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","comp_lendat__page2_multi-fleet_comparison",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"comp_lendat_flt1mkt1.png","Length comp data, discard, commercial trawl.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.","CompDat",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","comp_lendat_flt1mkt1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"comp_lendat_bubflt1mkt1.png","Length comp data, discard, commercial trawl (max=0.23)","CompDat",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","comp_lendat_bubflt1mkt1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"comp_lendat_data_weighting_TA1.8_commercial trawl.png","Mean length for commercial trawl with 95% confidence intervals based on current samples sizes.","CompDat",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","comp_lendat_data_weighting_TA1.8_commercial trawl",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"comp_lendat_flt1mkt2_page1.png","Length comp data, retained, commercial trawl (plot 1 of 3).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.","CompDat",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","comp_lendat_flt1mkt2_page1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"comp_lendat_flt1mkt2_page2.png","Length comp data, retained, commercial trawl (plot 2 of 3)","CompDat",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","comp_lendat_flt1mkt2_page2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
